usage_mins,monthly_bill,support_calls,churn
965.3113377759005,44.801656417478526,1.6,0
916.6301183916974,62.832338673487065,3.8000000000000003,1
1147.0890884297116,91.94276986502624,7.1000000000000005,1
853.8612145887471,89.34556392430999,4.9,1
1164.2531432532564,19.87764489758921,2.7,1
1213.877915404808,108.22663949371946,3.8000000000000003,1
761.3671652990663,95.34530870464691,1.6,1
988.9209499507455,142.35516337807988,3.8000000000000003,1
1090.6115302239434,107.69899901622082,6.0,1
861.0396686450821,63.74984769422531,4.9,1
798.1439789581852,118.5803871997491,3.8000000000000003,1
976.2937672666544,108.89786715956166,4.9,1
705.9774134444502,107.69210928289027,1.6,1
1001.7955218246124,109.33068804884108,3.8000000000000003,1
858.6900576671187,110.37762979431253,1.6,0
701.760244399364,150.10837914961596,4.9,0
834.958695156276,58.03280355114503,4.9,1
814.0207395284763,145.39090210870032,1.6,1
846.080397604951,122.8023528811601,1.6,0
1070.8086347927172,116.65318256984126,4.9,1
830.4877732575789,98.0533645864092,6.0,1
879.6756579858129,140.904733623395,3.8000000000000003,1
839.2596308437302,76.42367629921782,1.6,1
1057.9235060017852,83.32607606673531,2.7,0
923.6316422561409,96.94479344842557,0.5,0
821.6124328842657,112.79235077735021,2.7,1
1100.7824300856219,68.76332925513691,4.9,0
1029.8379444371215,154.19970237815122,4.9,1
813.5596639688183,139.34251238263172,7.1000000000000005,1
790.0299271179701,99.23101235659539,2.7,1
919.3478275864061,92.37851873553609,1.6,0
880.2281456504686,132.82224455285507,9.3,1
1020.9024587964457,108.09657681598605,4.9,1
1103.8661387480572,107.04626762561958,6.0,1
986.2778114013558,82.3475579857046,1.6,0
674.3640712012743,166.78486417143418,2.7,1
741.2969909502075,128.096575698229,4.9,1
1181.097717093201,103.41685200283415,3.8000000000000003,1
961.1008323005397,133.19889348494016,3.8000000000000003,1
1008.4668577979044,183.2104703237876,2.7,1
1033.4550818742118,119.08860368097508,1.6,1
1059.8580618782514,128.7987410806435,2.7,1
1062.858879853853,141.60813962896023,2.7,1
900.6142558291994,117.46269456731578,6.0,1
1138.0227748632606,160.54020910455364,0.5,1
727.9099744445894,127.68028981650122,0.5,1
767.3180912388771,90.93189111489694,2.7,1
995.5180514667519,115.12800646494345,3.8000000000000003,1
968.8640152944815,147.0756360036336,4.9,1
876.0517857697633,176.38808270202466,3.8000000000000003,1
800.7034370163486,155.26558867692202,3.8000000000000003,1
780.5387019391713,100.26561787295745,6.0,1
890.764806896965,88.5572822205056,7.1000000000000005,1
1007.6920592848217,115.03581793811807,3.8000000000000003,1
1207.33474942982,72.5461618111755,7.1000000000000005,1
973.2155610770637,129.62859907855415,2.7,1
901.7012546337457,89.8641985592195,2.7,1
811.2485858885534,66.4606896526378,6.0,0
904.4809891771779,90.14129248669298,3.8000000000000003,0
748.9732309004553,129.40578366172286,3.8000000000000003,1
699.7180579499502,157.55112736222986,2.7,1
806.7712477349701,120.90528252932202,3.8000000000000003,1
906.7445271904018,158.20286348155923,2.7,1
1040.8147516301933,139.1929241402743,3.8000000000000003,1
1046.931186226826,119.22311323422726,6.0,0
1000.6471510983469,103.40541208314033,1.6,0
942.8561543889916,135.57506497235724,4.9,1
1020.3766676247728,65.66294701531055,3.8000000000000003,1
765.6987890293838,117.16255533096329,7.1000000000000005,1
774.7192673521956,104.42210680030503,1.6,1
1025.4598161410177,73.41143961613496,6.0,1
946.7738295091857,132.46360888297633,3.8000000000000003,1
1135.5852159563503,165.38634782353475,1.6,1
752.8304615401227,162.61614267684766,1.6,1
1043.2439005759175,150.8921995179058,4.9,1
857.4773779329635,91.99881518250874,3.8000000000000003,1
785.8892076104197,116.45327308966444,2.7,0
1145.9267560696221,141.65523154457838,3.8000000000000003,1
1280.3549443370894,53.76207774704113,3.8000000000000003,1
746.2718642706459,102.37546703364654,3.8000000000000003,1
707.8683724839774,87.77094646303502,4.9,1
1177.5679174445881,98.35618259386936,3.8000000000000003,1
957.7997089278396,103.44290950443671,6.0,1
